text,label
"Hi net!
Due to further investigation I would like to study the following article:
	Peterson, ""Ray tracing general B-Splines"",
	Proc. ACM Mountain Regional Conference, April 1986
Unfortunately I didn't find it in any library's register.
If there is anyone having access to this paper or knowing about a
library containing those proceedings (preferrably in Germany), please 
let me know! Any help would be appreciated! 

Thanks a lot, 
Joerg Haber
",comp.graphics
"There was an article in Business week not more the 4 weeks ago
on this very subject.  IN fact the Volvo 850 was one of the cars
they laid out an example for.  
",rec.autos
"Hi

I am looking for Image Analysis software running in DOS or Windows. I'd like 
to be able to analyze TIFF or similar files to generate histograms of 
patterns, etc. 

Any help would be appreciated!

__________________________________________________________________________",comp.graphics
"Hi,
	would someone please email the new AVI file
	format.  I'm sure that many people would 
like to know what it is exactly.

Thank you


Mark Gregory Lecturer m.gregory@rmit.edu.au PH(03)6603243 FAX(03)6621060
Royal Melbourne Institute of Technology,
Department of Communication and Electronic Engineering,
P.O. Box 2476V, Melbourne, Victoria, 3001. AUSTRALIA.",comp.graphics
"My family doctor and the physiotherapist (PT) she sent me to agree that the
pain in my left shoulder is bursitis. I have an appointment with an orthpod
(I love that, it's short for 'orthopedic surgeon, apparently) but while I'm
waiting the PT is treating me.

She's using hot packs, ultrasound, and lasers, but there's no improvement
yet. In fact, I almost suspect it's getting worse.

My real question is about the laser treatment. I can't easily imagine what
the physical effect that could have on a deep tissue problem. Can anyone
shed some light (so to speak) on the matter?",sci.med
"Last night I heard something about Bill Clinton's sister being
involved in a marijuana bust, and the news being suppressed. I also
heard something about her being an ""ex-con"". This source is not
reliable, though. (It was a collage/booklet advertising a local band.)

Can anyone on the net verify this or provide more details? I'm
surprised I haven't seen anything about this in this newsgroup.

Also, does anyone know what happened to the charges that Shalala was a
regular pot smoker when she was in college? This ghastly accusation
was reported on CNN Streamline News the day she was nominated, then I
never heard anything about it again.

It's almost enough to make me want to start an Act-Up type campaign
to invade the privacy of closet smokers! (If only this type of
publicity didn't violate people's rights. . . .)

Jake.",talk.politics.misc
"OK Phil, you're right. So far the ""evidence"" suggests that Nixon was a victim
of overzealous underlings and Kennedy was a womanizing disgust-o-blob with
a dash of megalomania. After crushing the CIA and FBI who's to say Kennedy 
wouldn't have created his own version of American Friendly Fascism?

Unfortunately however, we don't have all the evidence. So far this nation's
citizens have been privy to about 12 hours of the total 4,000 hours of Nixon's
tapes. What's on the rest of those babies? Some archivists have alluded that
there is ""evidence"" to suggest that Nixon and his cronies, including George
Bush, were aware of the plot to murder Kennedy before he was shot in Dallas.

Ask your local D.A. what the charges are for the above crime.


And so I must ask you, Phil me putz, when all this shit finally comes out
when you and I are old men, I would appreciate the privilege of sticking a pole
up your ass and parading you down Main Street with a sign on your chest:

""I was an Apologist for the American Fascist Regime circa 1944 -- 2010""

(How's that for a lovely Brecht-ian image:-)


There, that ought to get a reaction. Unless I'm in his killfile this week...",talk.politics.misc
"Can someone give me the title of a good VGA graphics programming book?
Please respond by email. Thanks!

			--Yuan
",comp.graphics
"I have a friend who has just been diagnosed with Lupus, and I know nothing
about this disease. The only thing I do know is that this is some sort of
skin disease, and my friend shows no skin rashes - in fact, they used a 
blood test to determine what had been wrong with an on going sacro-
illiac joint problem. 
I am finding a hard time finding information on this disease. Could
anyone please enlighten me as to the particulars of this disease. 
please feel free to E-mail me at 
bytor@cruzio.santa-cruz.ca.us",sci.med
"
  Thanks for these surreal moments....
                                               Srinivas",sci.space
"William December Starr writes...

in a typical lawyer baiting fashion, as usual. 

(All the while ignoring every principle of the ACLU.)

Good to see your still out there WDS. Surely we've
been around the ring enough by now, that you know 
you can't spin me up with expletives. 

Let's see if there's anything left worth responding to...


E for effort. Heard about the folks who live around foghorns and 
airports?


Seems right in character to me -- creature of the state. 
Btw, are you still happy with your presidents?


See the part about the children following the ""and"" in the first line
above. 

As to a connection, your ""cult"" is ""faith in rules"". 


Sure. My concern is the well being of the children.  


{Interesting that you would respond ""emotionally"" in defense of the 
government. Maybe there is a beating heart there.}

For the record though, the biggest-baddest goverment on earth claims 
the most sovereignty over man. Best I can tell God allows anyone to
go to hell who wants to. Omnipotency logically determines that ""allowing""
and ""sending"" mean the same thing.  (Mere human concepts of course.)

So come on WDS. Why bother to try some flimsy facade of logic. Waco
proves it's not needed -- the demonstration that government can walk
over it's own rules in the name of justice has been made. No problem 
by me. Noted and announced -- for the record. Just giving the govern-
ment it's due, and getting back to more worthwhile non-government 
concerns. ",talk.politics.misc
"
See the article ""An Efficient Ray-Polygon Intersection,"" p. 390 in
Graphics Gems (ISBN 0-12-286165-5).  The second step, intersecting the
polygon, does what you want.  There is sample code in the book.

							spl",comp.graphics
"
Candida albicans can cause severe life-threatening infections, usually
in people who are otherwise quite ill.  This is not, however, the sort
of illness that you are probably discussing.

""Systemic yeast syndrome"" where the body is allergic to
yeast is considered a quack diagnosis by mainstream medicine.  There
is a book ""The Yeast Connection"" which talks about this ""illness"".

There is no convincing evidence that such a disease exists.",sci.med
